PM10,apparentTemperature,cloudCover,dewPoint,humidity,precipIntensity,precipProbability,pressure,temperature,uvIndex,visibility,windBearing,windGust,windSpeed,no precip,rain,sleet,snow,Clear,Drizzle,Foggy,Mostly Cloudy,Overcast,Partly Cloudy,hour,day,month
30.02,9.03,0.44,5.03,0.58,0.0,0.0,1033.58,17.41,0.0,6.216,152.73684210526315,23.042499999999997,5.82,1,0,0,0,0,0,0,0,0,1,0,1,1
30.21,4.87,0.44,3.24,0.57,0.0,0.0,1033.86,15.63,0.0,6.216,120.13513513513513,20.747500000000002,8.05,1,0,0,0,0,0,0,0,0,1,1,1,1
29.4,3.62,0.44,3.24,0.62,0.0,0.0,1034.14,13.8,0.0,6.216,144.60204081632654,17.22,6.93,1,0,0,0,0,0,0,0,0,1,2,1,1
28.83,5.83,0.44,3.24,0.57,0.0,0.0,1034.42,15.63,0.0,6.216,144.60204081632654,17.22,6.93,1,0,0,0,0,0,0,0,0,1,3,1,1
27.69,5.62,0.44,2.61,0.6,0.0,0.0,1034.99,14.03,0.0,6.216,148.40650406504065,5.762868852459014,5.29,1,0,0,0,0,0,0,0,0,1,4,1,1
27.28,2.59,0.44,1.4,0.62,0.0,0.0,1035.56,11.99,0.0,6.216,152.73684210526315,23.042499999999997,5.82,1,0,0,0,0,0,0,0,0,1,5,1,1
26.04,6.01,0.44,1.4,0.62,0.0,0.0,1036.13,11.99,0.0,6.216,160.71280276816609,9.73,3.36,1,0,0,0,0,0,0,0,0,1,6,1,1
25.77,0.43,0.0,1.4,0.62,0.0,0.0,1036.213333,11.99,1.0093472750316856,6.216,120.13513513513513,20.747500000000002,8.05,1,0,0,0,1,0,0,0,0,0,7,1,1
24.47,4.87,0.0,3.24,0.57,0.0,0.0,1036.296667,15.63,1.0093472750316856,6.216,120.13513513513513,20.747500000000002,8.05,1,0,0,0,1,0,0,0,0,0,8,1,1
21.94,8.92,0.0,6.27,0.57,0.0,0.0,1036.38,19.12,1.0093472750316856,6.216,11.0,8.33,8.33,1,0,0,0,1,0,0,0,0,0,9,1,1
20.63,11.77,0.0,7.85,0.55,0.0,0.0,1035.626667,21.67,1.0093472750316856,6.216,101.0,8.950142857142863,8.69,1,0,0,0,1,0,0,0,0,0,10,1,1
19.44,17.37,0.0,7.85,0.48,0.0,0.0,1034.873333,24.67,1.0093472750316856,6.216,149.01612903225808,6.727258064516121,6.14,1,0,0,0,1,0,0,0,0,0,11,1,1
20.62,18.82,0.0,7.85,0.46,0.0,0.0,1034.12,26.04,1.0093472750316856,6.216,102.33333333333333,6.38,6.38,1,0,0,0,1,0,0,0,0,0,12,1,1
22.52,16.02,0.0,8.89,0.51,0.0,0.0,1034.42,24.67,1.0093472750316856,6.216,111.67391304347827,8.357173913043484,7.85,1,0,0,0,1,0,0,0,0,0,13,1,1
24.35,13.46,0.0,10.52,0.58,0.0,0.0,1034.72,23.05,1.0093472750316856,6.216,101.0,8.950142857142863,8.69,1,0,0,0,1,0,0,0,0,0,14,1,1
26.72,10.9,0.0,8.45,0.58,0.0,0.0,1035.02,20.96,1.0093472750316856,6.216,101.0,8.950142857142863,8.69,1,0,0,0,1,0,0,0,0,0,15,1,1
31.17,6.93,0.0,7.09,0.58,0.0,0.0,1035.62,19.36,0.0,6.216,193.5,11.92,11.92,1,0,0,0,1,0,0,0,0,0,16,1,1
32.08,5.71,0.0,7.25,0.63,0.0,0.0,1036.22,17.77,0.0,6.216,99.28947368421052,11.47184210526315,10.59,1,0,0,0,1,0,0,0,0,0,17,1,1
30.53,2.49,0.0,6.01,0.63,0.0,0.0,1036.82,16.37,0.0,6.216,111.92307692307692,14.238461538461536,13.14,1,0,0,0,1,0,0,0,0,0,18,1,1
39.52,3.14,0.0,5.77,0.63,0.0,0.0,1037.18,16.13,0.0,6.216,119.21428571428571,13.703214285714283,11.44,1,0,0,0,1,0,0,0,0,0,19,1,1
58.96,3.36,0.0,5.73,0.64,0.0,0.0,1037.54,15.88,0.0,6.216,99.28947368421052,11.47184210526315,10.59,1,0,0,0,1,0,0,0,0,0,20,1,1
60.74,3.64,0.0,5.51,0.64,0.0,0.0,1037.9,15.65,0.0,6.216,83.80645161290323,9.740000000000004,9.74,1,0,0,0,1,0,0,0,0,0,21,1,1
69.43,1.39,0.0,4.02,0.72,0.0,0.0,1038.073333,11.27,0.0,6.216,149.01612903225808,6.727258064516121,6.14,1,0,0,0,1,0,0,0,0,0,22,1,1
106.19,8.34,0.0,2.47,0.76,0.0,0.0,1038.246667,8.34,0.0,3.73,152.289592760181,2.1869457013574753,1.71,1,0,0,0,1,0,0,0,0,0,23,1,1
142.95,8.34,0.0,2.47,0.76,0.0,0.0,1038.42,8.34,0.0,3.108,157.48800223811946,0.764651567944251,0.0,1,0,0,0,1,0,0,0,0,0,0,2,1
124.15,6.58,0.19,3.24,0.86,0.0,0.0,1038.29,6.58,0.0,3.108,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,0,0,1,1,2,1
117.24,6.58,0.19,3.24,0.86,0.0,0.0,1038.16,6.58,0.0,4.974,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,0,0,1,2,2,1
107.99,4.83,0.19,-0.38,0.79,0.0,0.0,1038.03,4.83,0.0,4.346,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,0,0,1,3,2,1
120.14,4.83,0.19,-0.38,0.79,0.0,0.0,1037.828333,4.83,0.0,4.346,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,0,0,1,4,2,1
191.26,4.84,0.19,-0.38,0.78,0.0001529050736497544,0.004353518821603916,1037.626667,4.84,0.0,4.346,157.48800223811946,0.764651567944251,0.0,0,0,0,1,0,0,0,0,0,1,5,2,1
126.57,8.37,0.75,5.03,0.86,0.0,0.0,1037.425,8.37,0.0,4.974,172.0765100671141,4.491052631578945,2.24,1,0,0,0,0,0,0,1,0,0,6,2,1
122.15,11.99,0.75,6.78,0.79,0.0,0.0,1018.8821551211788,11.99,0.0,3.73,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,1,0,0,7,2,1
183.53,13.8,0.75,8.58,0.79,0.0,0.0,1018.8821551211788,13.8,1.0,6.216,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,1,0,0,8,2,1
202.51,19.2,0.75,8.58,0.63,0.0,0.0,1036.82,19.2,1.0,6.216,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,1,0,0,9,2,1
176.54,21.01,1.0,8.58,0.58,0.0,0.0,1035.88,21.01,1.0,6.216,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,0,1,0,10,2,1
217.11,22.81,1.0,8.58,0.54,0.0,0.0,1034.94,22.81,1.0,6.216,172.0765100671141,4.491052631578945,2.24,1,0,0,0,0,0,0,0,1,0,11,2,1
227.52,26.71,1.0,12.22,0.54,0.0,0.0,1034.0,26.71,1.0,6.216,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,0,1,0,12,2,1
279.29,29.66,0.75,13.74,0.51,0.0,0.0,1033.7433330000001,29.66,1.0,6.216,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,1,0,0,13,2,1
238.02,26.95,0.19,13.74,0.57,0.0,0.0,1033.486667,26.95,0.0,6.216,152.289592760181,2.1869457013574753,1.71,1,0,0,0,0,0,0,0,0,1,14,2,1
271.32,25.34,0.19,13.61,0.61,0.0,0.0,1033.23,25.34,0.0,6.216,164.52941176470588,3.5681249999999993,0.48,1,0,0,0,0,0,0,0,0,1,15,2,1
245.48,20.96,0.0,12.45,0.69,0.0,0.0,1033.326667,20.96,0.0,6.216,157.48800223811946,0.764651567944251,0.0,1,0,0,0,1,0,0,0,0,0,16,2,1
249.31,19.59,0.0,11.09,0.69,0.0,0.0,1033.423333,19.59,0.0,6.216,157.48800223811946,0.764651567944251,0.0,1,0,0,0,1,0,0,0,0,0,17,2,1
246.03,18.23,0.0,12.52,0.78,0.0,0.0,1033.52,18.23,0.0,6.216,152.289592760181,2.1869457013574753,1.71,1,0,0,0,1,0,0,0,0,0,18,2,1
257.06,18.0,0.0,10.94,0.73,0.0,0.0,1033.346667,18.0,0.0,4.346,152.289592760181,2.1869457013574753,1.71,1,0,0,0,1,0,0,0,0,0,19,2,1
261.78,19.36,0.0,12.39,0.74,0.0,0.0,1033.173333,19.36,0.0,3.73,179.5,4.509285714285714,2.19,1,0,0,0,1,0,0,0,0,0,20,2,1
284.05,18.0,0.5,12.47,0.79,0.0,0.0,1033.0,18.0,0.0,3.108,157.888,3.2278399999999867,2.56,1,0,0,0,0,0,0,1,0,0,21,2,1
410.48,18.23,0.0,12.69,0.79,0.0,0.0,1032.596667,18.23,0.0,3.108,185.83333333333334,6.665,0.71,1,0,0,0,1,0,0,0,0,0,22,2,1
405.685,19.59,0.75,14.07,0.79,0.0,0.0,1032.193333,19.59,0.0,3.108,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,1,0,0,23,2,1
400.89,15.05,0.75,14.16,0.79,0.0,0.0,1031.79,19.59,0.0,3.108,123.35,8.348,3.13,1,0,0,0,0,0,0,1,0,0,0,3,1
354.36,19.36,0.75,13.92,0.79,0.0,0.0,1031.656667,19.36,0.0,2.548,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,1,0,0,1,3,1
369.26,19.2,0.75,15.83,0.86,0.0,0.0,1031.523333,19.2,0.0,2.609,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,1,0,0,2,3,1
335.33,21.01,0.75,17.61,0.86,0.0,0.0,1031.39,21.01,0.0,3.108,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,1,0,0,3,3,1
344.96,21.01,0.75,17.61,0.86,0.0,0.0,1031.26,21.01,0.0,3.108,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,1,0,0,4,3,1
334.43,22.81,1.0,17.61,0.8,0.0,0.0,1031.13,22.81,0.0,3.108,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,0,1,0,5,3,1
325.14,22.81,0.75,19.4,0.87,0.0,0.0,1031.0,22.81,0.0,3.108,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,1,0,0,6,3,1
308.34,24.62,0.75,19.4,0.8,0.0,0.0,1031.763333,24.62,0.0,1.8619999999999999,162.06432748538012,1.11,1.11,1,0,0,0,0,0,1,0,0,0,7,3,1
280.71,27.18,0.75,20.49,0.76,0.0,0.0,1032.526667,27.18,1.0,2.175,154.98726114649682,1.3355414012738829,0.85,1,0,0,0,0,0,0,1,0,0,8,3,1
284.97,30.84,0.75,22.46,0.71,0.0,0.0,1033.29,30.84,1.0,2.609,209.33333333333334,2.8383333333333334,1.33,1,0,0,0,0,0,0,1,0,0,9,3,1
303.53,32.49,0.75,22.68,0.67,0.0,0.0,1032.753333,32.49,1.0,2.048,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,1,0,0,10,3,1
340.67,34.3,0.75,24.6,0.67,0.0,0.0,1032.216667,34.3,1.0,1.925,22.0,2.04,1.09,1,0,0,0,0,0,1,0,0,0,11,3,1
366.52,34.3,0.75,24.6,0.67,0.0,0.0,1031.68,34.3,1.0,2.048,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,1,0,0,12,3,1
328.2,35.68,0.75,25.97,0.67,0.0,0.0,1031.09,35.68,1.0,1.675,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,1,0,0,0,13,3,1
291.72,37.3,0.75,26.29,0.64,0.0,0.0,1030.5,37.3,0.0,1.429,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,1,0,0,0,14,3,1
317.1,34.3,0.75,26.14,0.72,0.0,0.0,1029.91,34.3,0.0,1.429,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,1,0,0,0,15,3,1
499.58,34.07,0.75,27.44,0.76,0.0,0.0,1029.376667,34.07,0.0,2.67,152.289592760181,2.1869457013574753,1.71,1,0,0,0,0,0,0,1,0,0,16,3,1
583.34,29.49,0.75,24.33,0.81,0.0,0.0,1028.843333,29.49,0.0,1.989,152.289592760181,2.1869457013574753,1.71,1,0,0,0,0,0,1,0,0,0,17,3,1
467.33,22.56,0.75,23.03,0.86,0.0,0.0,1028.31,26.76,0.0,2.048,148.42561983471074,4.343016528925628,3.58,1,0,0,0,0,0,0,1,0,0,18,3,1
366.49,28.13,0.75,24.49,0.86,0.0,0.0,1027.203333,28.13,0.0,3.108,154.98726114649682,1.3355414012738829,0.85,1,0,0,0,0,0,0,1,0,0,19,3,1
448.06,25.69,0.44,26.0,0.87,0.0,0.0,1026.096667,29.49,0.0,3.108,148.42561983471074,4.343016528925628,3.58,1,0,0,0,0,0,0,0,0,1,20,3,1
503.47,22.29,0.44,23.03,0.86,0.0,0.0,1024.99,26.52,0.0,2.175,148.42561983471074,4.343016528925628,3.58,1,0,0,0,0,0,0,0,0,1,21,3,1
586.49,25.14,0.19,23.03,0.92,0.0,0.0,1024.226667,25.14,0.0,2.048,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,0,0,1,22,3,1
488.04,25.14,0.19,23.03,0.92,0.0,0.0,1023.463333,25.14,0.0,1.989,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,1,0,0,0,23,3,1
389.59,24.62,0.19,23.02,0.94,0.0,0.0,1022.7,24.62,0.0,1.3659999999999999,162.06432748538012,1.11,1.11,1,0,0,0,0,0,1,0,0,0,0,4,1
378.57,24.62,0.44,24.62,1.0,0.0,0.0,1021.296667,24.62,0.0,0.9309999999999999,172.0765100671141,4.491052631578945,2.24,1,0,0,0,0,0,1,0,0,0,1,4,1
338.38,24.51,0.75,26.62,0.94,0.0,0.0,1019.893333,28.21,0.0,2.114,160.71280276816609,9.73,3.36,1,0,0,0,0,0,0,1,0,0,2,4,1
283.04,22.47,0.75,24.82,0.94,0.0,0.0,1018.49,26.42,0.0,1.12,160.71280276816609,9.73,3.36,1,0,0,0,0,0,1,0,0,0,3,4,1
388.18,26.42,0.75,24.82,0.94,0.0,0.0,1018.06,26.42,0.0,0.8690000000000001,172.0765100671141,4.491052631578945,2.24,1,0,0,0,0,0,1,0,0,0,4,4,1
652.88,24.62,0.75,24.62,1.0,0.0,0.0,1017.63,24.62,0.0,0.5589999999999999,172.0765100671141,4.491052631578945,2.24,1,0,0,0,0,0,1,0,0,0,5,4,1
456.32,22.81,0.44,21.21,0.93,0.0,0.0,1017.2,22.81,0.0,0.124,172.0765100671141,4.491052631578945,2.24,1,0,0,0,0,0,1,0,0,0,6,4,1
375.12,24.62,0.44,23.02,0.94,0.0,0.0,1016.796667,24.62,0.0,0.031,162.06432748538012,1.11,1.11,1,0,0,0,0,0,1,0,0,0,7,4,1
465.84,24.62,0.44,24.62,1.0,0.0,0.0,1016.393333,24.62,1.0,0.124,162.06432748538012,1.11,1.11,1,0,0,0,0,0,1,0,0,0,8,4,1
510.85,25.0,1.0,28.41,0.94,0.0,0.0,1015.99,29.97,1.0,0.621,166.11439114391143,12.796666666666667,4.69,1,0,0,0,0,0,1,0,0,0,9,4,1
438.57,27.36,0.75,29.2,0.78,0.0,0.0,1016.5633330000001,35.49,1.0,1.056,219.66666666666666,16.366666666666667,11.54,1,0,0,0,0,0,1,0,0,0,10,4,1
292.54,29.62,1.0,32.18,0.88,0.0,0.0,1017.136667,35.49,1.0,0.9940000000000001,160.66666666666666,17.236666666666668,7.13,1,0,0,0,0,0,1,0,0,0,11,4,1
63.89,34.46,1.0,33.68,0.83,0.0,0.0,1017.71,38.48,1.0,6.216,148.40650406504065,5.762868852459014,5.29,1,0,0,0,0,0,0,0,1,0,12,4,1
119.47,34.37,1.0,32.42,0.74,0.0,0.0,1018.046667,40.11,1.0,6.216,101.0,8.950142857142863,8.69,1,0,0,0,0,0,0,0,1,0,13,4,1
106.55,33.23,0.75,29.28,0.66,0.0,0.0,1018.383333,39.87,0.0,6.216,99.28947368421052,11.47184210526315,10.59,1,0,0,0,0,0,0,1,0,0,14,4,1
50.18,37.32,0.44,28.8,0.65,0.0,0.0,1018.72,39.64,0.0,6.216,148.42561983471074,4.343016528925628,3.58,1,0,0,0,0,0,0,0,0,1,15,4,1
44.68,29.74,0.19,27.81,0.66,0.0,0.0,1019.476667,38.25,0.0,6.216,42.0,23.23,14.52,1,0,0,0,0,0,0,0,0,1,16,4,1
43.88,33.46,0.19,25.95,0.58,0.0,0.0,1020.233333,39.64,0.0,6.216,118.33333333333333,19.083333333333332,9.4,1,0,0,0,0,0,0,0,0,1,17,4,1
42.99,31.96,0.75,24.44,0.55,0.0,0.0,1020.99,39.16,0.0,6.216,219.66666666666666,16.366666666666667,11.54,1,0,0,0,0,0,0,1,0,0,18,4,1
48.59,32.5,0.75,22.54,0.57,0.0,0.0,1021.486667,36.39,0.0,6.216,166.11439114391143,12.796666666666667,4.69,1,0,0,0,0,0,0,1,0,0,19,4,1
48.6,28.12,0.44,23.7,0.63,0.0,0.0,1021.983333,35.01,0.0,6.216,101.0,8.950142857142863,8.69,1,0,0,0,0,0,0,0,0,1,20,4,1
46.4,33.44,0.44,22.42,0.64,0.0,0.0,1022.48,33.44,0.0,6.216,154.98726114649682,1.3355414012738829,0.85,1,0,0,0,0,0,0,0,0,1,21,4,1
44.2,30.44,0.44,22.72,0.73,0.0,0.0,1022.523333,30.44,0.0,6.216,152.289592760181,2.1869457013574753,1.71,1,0,0,0,0,0,0,0,0,1,22,4,1
42.155,32.96,0.44,24.14,0.7,0.0,0.0,1022.5666669999999,32.96,0.0,6.216,157.888,3.2278399999999867,2.56,1,0,0,0,0,0,0,0,0,1,23,4,1
40.11,32.96,0.44,25.7,0.74,0.0,0.0,1022.61,32.96,0.0,6.216,157.888,3.2278399999999867,2.56,1,0,0,0,0,0,0,0,0,1,0,5,1
36.9,28.21,0.44,24.82,0.87,0.0,0.0,1022.94,28.21,0.0,6.216,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,0,0,1,1,5,1
36.37,28.21,0.44,23.02,0.81,0.0,0.0,1023.27,28.21,0.0,6.216,194.4,6.346204138427165,2.29,1,0,0,0,0,0,0,0,0,1,2,5,1
35.17,28.21,0.44,23.02,0.81,0.0001529050736497544,0.004353518821603916,1023.6,28.21,0.0,6.216,172.0765100671141,4.491052631578945,2.24,0,0,0,1,0,0,0,0,0,1,3,5,1
33.47,20.85,0.44,21.21,0.8,0.0,0.0,1023.493333,26.42,0.0,6.216,166.11439114391143,12.796666666666667,4.69,1,0,0,0,0,0,0,0,0,1,4,5,1
33.77,24.51,0.44,19.4,0.69,0.0,0.0,1023.386667,28.21,0.0,6.216,160.71280276816609,9.73,3.36,1,0,0,0,0,0,0,0,0,1,5,5,1
32.78,26.42,0.44,21.21,0.8,0.0,0.0,1023.28,26.42,0.0,6.216,172.0765100671141,4.491052631578945,2.24,1,0,0,0,0,0,0,0,0,1,6,5,1
30.48,29.97,0.44,21.21,0.7,0.0,0.0,1023.356667,29.97,0.0,6.216,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,0,0,1,7,5,1
29.31,24.6,0.44,24.82,0.75,0.0,0.0,1023.4333330000001,31.82,1.0,6.216,120.13513513513513,20.747500000000002,8.05,1,0,0,0,0,0,0,0,0,1,8,5,1
28.79,28.26,0.44,22.95,0.63,0.0,0.0,1023.51,34.3,1.0,6.216,126.4494382022472,7.26662921348314,7.01,1,0,0,0,0,0,0,0,0,1,9,5,1
26.25,33.35,0.44,20.64,0.5,0.0,0.0,1023.08,37.54,1.0,6.216,148.40650406504065,5.762868852459014,5.29,1,0,0,0,0,0,0,0,0,1,10,5,1
25.22,24.91,0.75,23.17,0.63,0.0,0.0,1022.65,34.54,1.0,6.216,235.5,14.8,14.8,1,0,0,0,0,0,0,1,0,0,11,5,1
25.32,33.07,0.75,24.38,0.63,0.0,0.0,1022.22,35.93,1.0,6.216,148.42561983471074,4.343016528925628,3.58,1,0,0,0,0,0,0,1,0,0,12,5,1
25.99,26.2,1.0,25.88,0.73,0.0,0.0,1022.543333,33.44,1.0,2.488,101.0,8.950142857142863,8.69,1,0,0,0,0,0,0,0,1,0,13,5,1
25.57,24.82,1.0,26.83,0.77,0.0,0.0,1022.866667,33.2,0.0,6.216,41.0,12.01,10.82,1,0,0,0,0,0,0,0,1,0,14,5,1
26.29,28.27,1.0,25.34,0.73,0.0,0.0,1023.19,32.96,0.0,6.216,61.75,9.0275,4.92,1,0,0,0,0,0,0,0,1,0,15,5,1
24.46,26.68,1.0,22.46,0.71,0.0,0.0,1023.326667,30.84,0.0,6.216,215.0,5.49153846153846,4.05,1,0,0,0,0,0,0,0,1,0,16,5,1
27.74,27.63,1.0,22.14,0.67,0.0,0.0,1023.463333,32.01,0.0,6.216,150.88275862068966,5.170069444444457,4.44,1,0,0,0,0,0,0,0,1,0,17,5,1
25.13,27.63,1.0,22.06,0.66,0.0,0.0,1023.6,32.01,0.0,6.216,150.88275862068966,5.170069444444457,4.44,1,0,0,0,0,0,0,0,1,0,18,5,1
24.72,23.19,1.0,18.98,0.62,0.0,0.0,1023.4333330000001,30.36,0.0,6.216,159.5,7.48,7.48,1,0,0,0,0,0,0,0,1,0,19,5,1
26.74,24.31,0.75,18.89,0.65,0.0,0.0,1023.266667,29.01,0.0,6.216,162.08333333333334,4.994545454545455,4.28,1,0,0,0,0,0,0,1,0,0,20,5,1
29.21,26.28,0.44,17.8,0.7,0.0,0.0,1023.1,26.28,0.0,6.216,154.98726114649682,1.3355414012738829,0.85,1,0,0,0,0,0,0,0,0,1,21,5,1
38.0,23.29,0.19,16.04,0.73,0.0,0.0,1022.03,23.29,0.0,6.216,93.66666666666667,6.329166666666667,2.42,1,0,0,0,0,0,0,0,0,1,22,5,1
48.25,27.65,0.19,16.44,0.62,0.0,0.0,1020.96,27.65,0.0,6.216,152.289592760181,2.1869457013574753,1.71,1,0,0,0,0,0,0,0,0,1,23,5,1
58.5,19.84,0.44,17.8,0.7,0.0,0.0,1019.89,26.28,0.0,6.216,94.5,6.145,5.53,1,0,0,0,0,0,0,0,0,1,0,6,1
80.24,22.47,0.75,17.61,0.69,0.0,0.0,1019.526667,26.42,0.0,6.216,160.71280276816609,9.73,3.36,1,0,0,0,0,0,0,1,0,0,1,6,1
72.14,24.62,1.0,19.4,0.8,0.0,0.0,1019.163333,24.62,0.0,6.216,157.48800223811946,0.764651567944251,0.0,1,0,0,0,0,0,0,0,1,0,2,6,1
114.96,20.42,1.0,23.02,0.94,0.0,0.0,1018.8,24.62,0.0,3.108,160.71280276816609,9.73,3.36,1,0,0,0,0,0,0,0,1,0,3,6,1
68.5,24.62,1.0,23.02,0.94,0.0,0.0,1019.46,24.62,0.0,1.555,172.0765100671141,4.491052631578945,2.24,1,0,0,0,0,0,1,0,0,0,4,6,1
95.36,24.62,1.0,24.62,1.0,0.0,0.0,1020.12,24.62,0.0,4.346,172.0765100671141,4.491052631578945,2.24,1,0,0,0,0,0,0,0,1,0,5,6,1
79.89,24.62,1.0,23.02,0.94,0.0,0.0,1020.78,24.62,0.0,6.216,172.0765100671141,4.491052631578945,2.24,1,0,0,0,0,0,0,0,1,0,6,6,1
70.61,17.6,0.75,23.02,0.94,0.0,0.0,1021.216667,24.62,0.0,6.216,152.73684210526315,23.042499999999997,5.82,1,0,0,0,0,0,0,1,0,0,7,6,1
57.18,22.94,0.44,21.21,0.75,0.0,0.0,1021.653333,28.21,1.0,6.216,166.11439114391143,12.796666666666667,4.69,1,0,0,0,0,0,0,0,0,1,8,6,1
45.98,29.13,0.19,20.95,0.62,0.0,0.0,1022.09,32.49,1.0,6.216,148.42561983471074,4.343016528925628,3.58,1,0,0,0,0,0,0,0,0,1,9,6,1
38.45,27.26,0.75,18.27,0.52,0.0,0.0,1022.193333,34.3,1.0,6.216,171.1,8.766,8.67,1,0,0,0,0,0,0,1,0,0,10,6,1
35.92,28.11,0.75,20.95,0.59,0.0,0.0,1022.296667,33.67,1.0,6.216,149.01612903225808,6.727258064516121,6.14,1,0,0,0,0,0,0,1,0,0,11,6,1
34.93,23.54,0.75,22.11,0.66,0.0,0.0,1022.4,32.03,1.0,6.216,109.66666666666667,10.44,10.44,1,0,0,0,0,0,0,1,0,0,12,6,1
36.11,29.01,0.75,23.8,0.68,0.0,0.0,1022.663333,33.2,1.0,6.216,150.88275862068966,5.170069444444457,4.44,1,0,0,0,0,0,0,1,0,0,13,6,1
33.84,33.44,0.44,23.92,0.68,0.0,0.0,1022.926667,33.44,0.0,6.216,152.289592760181,2.1869457013574753,1.71,1,0,0,0,0,0,0,0,0,1,14,6,1
32.97,27.26,0.44,20.71,0.6,0.0,0.0,1023.19,32.96,0.0,6.216,149.01612903225808,6.727258064516121,6.14,1,0,0,0,0,0,0,0,0,1,15,6,1
34.49,23.31,0.75,22.04,0.69,0.0,0.0,1023.9,31.08,0.0,6.216,101.0,8.950142857142863,8.69,1,0,0,0,0,0,0,1,0,0,16,6,1
38.12,26.18,0.75,20.25,0.64,0.0,0.0,1024.61,30.84,0.0,6.216,185.3,6.083999999999999,4.52,1,0,0,0,0,0,0,1,0,0,17,6,1
34.45,24.67,0.75,20.34,0.68,0.0,0.0,1025.32,29.49,0.0,6.216,173.875,11.495000000000001,4.46,1,0,0,0,0,0,0,1,0,0,18,6,1
33.24,28.96,0.75,19.93,0.61,0.0,0.0,1025.776667,32.01,0.0,6.216,210.7,5.855,3.27,1,0,0,0,0,0,0,1,0,0,19,6,1
32.39,24.77,0.75,19.84,0.63,0.0,0.0,1026.233333,30.84,0.0,6.216,216.75,8.264999999999999,6.1,1,0,0,0,0,0,0,1,0,0,20,6,1
29.54,22.98,0.44,19.74,0.64,0.0,0.0,1026.69,30.6,0.0,6.216,229.0,9.67,8.27,1,0,0,0,0,0,0,0,0,1,21,6,1
28.21,22.88,0.44,18.03,0.62,0.0,0.0,1027.126667,29.26,0.0,6.216,216.75,8.264999999999999,6.1,1,0,0,0,0,0,0,0,0,1,22,6,1
28.63,25.7,0.44,17.82,0.59,0.0,0.0,1027.563333,30.36,0.0,6.216,150.88275862068966,5.170069444444457,4.44,1,0,0,0,0,0,0,0,0,1,23,6,1
29.05,22.42,0.44,19.09,0.63,0.0,0.0,1028.0,30.36,0.0,6.216,101.0,8.950142857142863,8.69,1,0,0,0,0,0,0,0,0,1,0,7,1
28.04,20.51,0.75,21.21,0.7,0.0,0.0,1028.67,29.97,0.0,6.216,134.48,22.478333333333335,11.39,1,0,0,0,0,0,0,1,0,0,1,7,1
27.67,18.15,0.75,13.7,0.52,0.0,0.0,1029.34,29.01,0.0,6.216,47.53333333333333,15.808666666666664,14.01,1,0,0,0,0,0,0,1,0,0,2,7,1
27.54,15.53,0.75,14.0,0.55,0.0,0.0,1030.01,28.21,0.0,6.216,43.875,29.4175,18.36,1,0,0,0,0,0,0,1,0,0,3,7,1
25.86,15.53,0.75,12.19,0.51,0.0,0.0,1018.8821551211788,28.21,0.0,6.216,43.875,29.4175,18.36,1,0,0,0,0,0,0,1,0,0,4,7,1
25.16,13.2,0.44,12.19,0.54,0.0,0.0,1018.8821551211788,26.42,0.0,6.216,43.875,29.4175,18.36,1,0,0,0,0,0,0,0,0,1,5,7,1
25.39,15.83,0.19,12.19,0.59,0.0,0.0,1032.02,24.62,0.0,6.216,120.13513513513513,20.747500000000002,8.05,1,0,0,0,0,0,0,0,0,1,6,7,1
24.1,13.13,0.19,12.19,0.59,0.0,0.0,1032.98,24.62,0.0,6.216,103.36363636363636,23.04,12.76,1,0,0,0,0,0,0,0,0,1,7,7,1
